Sedes,Autenticación_Correo,Autenticación_Facebook,Autenticación_Googleplus,Autenticación_Linkedin,Autenticación_Twitter,Rango_edad_desconocido,Rango_edad_De_14_a_17_Años,Rango_edad_De_18_a_28_Años,Rango_edad_De_29_a_50_Años,Rango_edad_Mayor_de_50_Años,Rango_edad_Menor_de_13_Años,Dispositivo_conexión_Computadora_personal,Dispositivo_conexión_Smartphone,Dispositivo_conexión_Tablet,Género_desconocido,Sexo_Femenino,Sexo_Masculino,Género_Otro,Mes,Año
Vereda la Suiza Centralidad,5580,416,15,1,2,4756,158,570,342,156,32,219,5769,26,4517,563,923,11,Julio,2018.0
Aeroparque Juan Pablo Segundo,6583,789,44,0,6,6757,25,316,297,27,0,137,7170,115,3823,1597,1986,16,Agosto,2018.0
Ampliación 1 Estación Caribe (Norte),7321,421,29,0,2,7325,13,260,156,19,0,230,7517,26,5161,984,1604,24,Agosto,2018.0
Ampliación 2 Estación Caribe (Sur),6769,555,14,0,5,6951,9,237,130,14,2,48,7254,41,4798,725,1804,16,Agosto,2018.0
Ampliación Estación Estadio,19595,1200,20,0,18,19372,53,690,641,73,4,150,20587,96,14075,2556,4166,36,Agosto,2018.0
Ampliación La Honda,8004,656,8,0,8,8054,25,290,268,38,1,204,8337,135,4771,1925,1957,23,Agosto,2018.0
Ampliación Museo Cementerio San Pedro,1215,106,6,0,0,1254,1,46,23,3,0,9,1315,3,820,271,234,2,Agosto,2018.0
Ampliación Parque de la Pilarica,2389,212,3,0,1,2341,5,136,113,10,0,69,2502,34,1403,481,715,6,Agosto,2018.0
Aula Ambiental La america,4900,635,29,6,16,4692,11,320,532,30,1,70,5486,30,2736,1444,1392,14,Agosto,2018.0
Aula Ambiental Mi Rio,2680,190,2,0,3,2484,5,126,244,16,0,56,2797,22,1440,617,806,12,Agosto,2018.0
Banco de las oportunidades,2378,126,0,0,3,1859,6,425,205,11,1,54,2445,8,1138,834,531,4,Agosto,2018.0
Bello Oriente (Sector Palomar),7547,920,6,0,2,7873,38,283,231,49,1,117,8228,130,4795,1552,2106,22,Agosto,2018.0
Bolera Unidad Deportiva Andres Escobar,2349,324,0,0,6,2494,4,98,64,18,1,32,2628,19,1471,393,807,8,Agosto,2018.0
Cancha de Arena El Manzanillo,5969,838,7,0,6,6192,34,280,196,114,4,154,6634,32,3677,1202,1892,49,Agosto,2018.0
Casa de Gobierno Altavista,1768,122,2,0,2,1622,0,117,144,10,1,324,1562,8,1016,380,494,4,Agosto,2018.0
Casa de Gobierno San Antonio De Prado,2767,147,8,1,2,2651,16,73,115,69,1,71,2848,6,1867,484,571,3,Agosto,2018.0
Casa de Gobierno San Sebastián de Palmitas,2047,115,2,0,3,1735,2,113,297,20,0,130,1991,46,1166,399,598,4,Agosto,2018.0
Casa de Gobierno Santa Elena,2291,213,3,0,3,2307,1,75,116,11,0,54,2437,19,1467,504,534,5,Agosto,2018.0
CASA DE JUSTICIA 20 DE JULIO,10103,824,26,0,6,10192,31,287,423,23,3,275,10600,84,6473,2034,2371,81,Agosto,2018.0
Casa de Justicia Villa Del Socorro,8184,920,57,0,5,8199,26,586,332,22,1,251,8877,38,5045,1828,2274,19,Agosto,2018.0
Casa de la cultura Ávila,1321,165,4,0,1,1311,2,98,72,8,0,26,1456,9,778,303,405,5,Agosto,2018.0
Casa de la Cultura Los Alcázares,2613,169,3,0,1,2554,6,98,106,16,6,72,2665,49,1633,511,633,9,Agosto,2018.0
Casa de la Cultura Manrique,3297,433,100,0,2,3578,12,113,110,17,2,134,3674,24,2027,651,1143,11,Agosto,2018.0
Casa de la Cultura Pedregal,2659,191,3,0,1,2596,29,131,91,6,1,31,2798,25,1705,439,700,10,Agosto,2018.0
Casa de la Cultura y de música el Poblado,3062,328,6,0,3,3031,5,116,240,7,0,109,3273,17,1691,517,1187,4,Agosto,2018.0
Casa de la Justicia de Robledo,2818,513,2,0,2,3111,3,84,128,8,1,85,3237,13,1699,624,996,16,Agosto,2018.0
CAV Belencito,7199,652,15,0,3,7312,7,268,262,18,2,110,7720,39,4306,1483,2057,23,Agosto,2018.0
CAV Caunces,3956,349,5,0,2,3875,6,129,285,16,1,156,4139,17,2259,929,1121,3,Agosto,2018.0
CAV La América,4685,450,8,0,13,4483,2,239,404,28,0,550,4591,15,2333,1180,1609,34,Agosto,2018.0
CAV Palermo,2818,242,59,0,2,2825,2,159,126,9,0,48,3057,16,1624,756,740,1,Agosto,2018.0
CEDEZO Belén,2997,222,3,1,2,3026,10,91,84,14,0,82,3120,23,1932,510,774,9,Agosto,2018.0
CEDEZO La Quintana,2298,282,5,0,1,2415,8,89,65,9,0,55,2516,15,1354,456,757,19,Agosto,2018.0
CEDEZO Ladera,2154,244,19,0,13,2295,3,90,35,6,1,22,2394,14,1367,347,701,15,Agosto,2018.0
CEDEZO Manrique,4544,661,9,0,2,4890,31,173,111,10,1,120,5062,34,2749,1261,1198,8,Agosto,2018.0
Cedezo San Antonio de Prado,1116,111,2,0,2,1159,6,28,36,1,1,28,1198,5,689,275,264,3,Agosto,2018.0
CEDEZO San Cristóbal,3020,281,2,0,2,3065,34,116,86,4,0,49,3218,38,1995,573,723,14,Agosto,2018.0
CEDEZO San Javier,4398,448,5,0,3,4386,6,227,220,11,4,112,4651,91,2615,739,1481,19,Agosto,2018.0
CEDEZO Santo Domingo,5798,1203,61,1,0,6691,15,178,154,19,6,123,6876,64,3913,1141,1959,50,Agosto,2018.0
Centralidad Deportiva El Progreso #2,8694,956,11,0,4,8975,39,317,309,23,2,150,9450,65,5370,1596,2678,21,Agosto,2018.0
Centralidad El Pesebre,3842,361,4,0,1,3892,12,170,109,24,1,123,4065,20,2453,691,1055,9,Agosto,2018.0
Centro Cultural de Moravia,9778,866,16,0,7,9750,56,487,306,63,5,253,10281,133,6054,2010,2573,30,Agosto,2018.0
Centro Cultural Los Colores,1485,108,3,0,2,1431,2,81,76,7,1,142,1451,5,822,352,417,7,Agosto,2018.0
Centro de Integración AfroColombiana,7755,679,18,46,5,7572,20,382,484,41,4,1257,7115,131,4120,1847,2489,47,Agosto,2018.0
Centro de Salud Alfonso López,2305,202,9,0,3,2310,4,81,66,58,0,44,2467,8,1387,539,584,9,Agosto,2018.0
Centro de Salud Belen Rincon,2599,312,3,0,0,2638,24,88,156,6,2,38,2861,15,1726,472,704,12,Agosto,2018.0
Centro de Salud El Raizal,3212,293,3,1,2,3135,10,219,136,9,2,39,3359,113,1849,912,738,12,Agosto,2018.0
Centro de salud Guayabal,2352,201,6,0,1,2123,6,119,306,5,1,18,2531,11,1278,391,885,6,Agosto,2018.0
Centro de Salud La Esperanza,5872,693,6,0,6,6166,14,179,213,5,0,44,6494,39,3649,1116,1800,12,Agosto,2018.0
Centro de salud Llanaditas,1814,209,4,0,1,1831,3,49,81,60,4,20,1994,14,1075,423,517,13,Agosto,2018.0
Centro de Salud Manantial de Vida,5578,501,10,0,3,5730,9,238,111,4,0,34,6009,49,3572,975,1528,17,Agosto,2018.0
Centro de Salud Pablo Sexto,2826,247,1,0,2,2696,4,267,100,5,4,21,3034,21,1698,577,795,6,Agosto,2018.0
Centro de Salud San Camilo,1850,278,1,0,77,1960,2,57,170,17,0,11,2182,13,1174,690,340,2,Agosto,2018.0
Centro de Salud SAN LORENZO,3505,413,6,0,4,3639,9,98,156,25,1,59,3830,39,2300,806,818,4,Agosto,2018.0
Centro de Salud Santa Rosa de Lima,1796,116,5,0,3,1718,8,73,110,11,0,29,1880,11,1123,381,411,5,Agosto,2018.0
Centro de Salud Villa Laura,2189,126,2,0,1,1951,4,126,139,98,0,23,2268,27,1234,635,446,3,Agosto,2018.0
Centro de Salud Villatina,3451,195,2,0,3,3446,10,117,65,12,1,50,3577,24,1939,578,1125,9,Agosto,2018.0
CENTRO DE SERVICIOS AL CIUDADANO- CAM,10090,484,9,1,4,8547,13,992,888,148,0,445,10092,51,4593,3163,2812,20,Agosto,2018.0
Centro de Servicios el Estadio,3441,266,4,0,0,3372,5,202,100,31,1,58,3621,32,2019,704,979,9,Agosto,2018.0
Centro de Servicios Robledo,1752,335,36,0,2,1871,10,139,100,4,1,77,2034,14,981,554,583,7,Agosto,2018.0
Centro de servicios San Cristobal,2327,123,3,0,2,2148,23,117,131,36,0,86,2364,5,1164,617,672,2,Agosto,2018.0
Centro Integración Comuna 11,899,112,2,0,1,900,2,90,19,3,0,23,984,7,543,140,331,0,Agosto,2018.0
Cerro el Volador,3006,280,2,0,2,2979,41,124,139,7,0,17,3258,15,1730,468,1083,9,Agosto,2018.0
Cerro Nutibara (Pueblito Paisa),3149,204,4,0,1,3130,22,129,66,10,1,26,3306,26,1905,556,880,17,Agosto,2018.0
Coliseo Carlos Mauro Hoyos,4340,470,10,0,4,4344,12,296,148,22,2,63,4739,22,2405,708,1694,17,Agosto,2018.0
Coliseo De Combate,9048,861,54,0,15,8974,70,580,299,53,2,170,9731,77,5697,1327,2883,71,Agosto,2018.0
Coliseo De Gimnasia,6569,528,48,0,10,6170,39,407,500,35,4,354,6700,101,3563,1864,1671,57,Agosto,2018.0
Coliseo Ivan De Bedout,10572,741,30,0,11,10252,32,537,488,42,3,251,11018,85,6246,2173,2885,50,Agosto,2018.0
Coliseo Voleibol Yesid Santos,4642,418,54,0,1,4725,29,182,171,8,0,102,4988,25,2967,932,1199,17,Agosto,2018.0
Complejo Acuatico,15196,1168,28,0,12,14742,62,691,845,60,4,244,16073,87,9447,2963,3944,50,Agosto,2018.0
Concejo de Medellín (recinto),1911,153,0,0,0,1887,3,99,69,6,0,24,2027,13,1199,302,558,5,Agosto,2018.0
Corregiduría El Limonar,2018,92,1,0,0,1700,12,48,255,96,0,20,2078,13,1235,247,629,0,Agosto,2018.0
Desarrollo Integral Belen Rincon,7631,435,8,0,4,7397,94,165,372,49,1,110,7948,20,5145,1041,1882,10,Agosto,2018.0
Desarrollo integral Belén Zafra,6169,386,25,0,3,5971,36,325,224,26,1,178,6372,33,3503,1248,1821,11,Agosto,2018.0
Desarrollo integral las estancias,10587,865,25,0,15,10686,33,350,389,31,3,189,11255,48,6541,2055,2846,50,Agosto,2018.0
Diamante De Beisbol,3365,248,8,0,3,3113,10,183,182,136,0,89,3513,22,1764,628,1205,27,Agosto,2018.0
Ecoparque Campo Santo,4783,1051,5,0,3,5487,11,191,130,22,1,78,5681,83,3068,1002,1750,22,Agosto,2018.0
Ecoparque Esfuerzos de Paz - Las Tinajas,10934,1194,11,0,5,11451,51,315,271,50,6,367,11694,83,6434,2394,3289,27,Agosto,2018.0
"Escaleras eléctricas comuna 13 (Tramos 1,2 y 3)",3859,479,7,0,1,3954,13,261,105,11,2,74,4254,18,2335,989,1011,11,Agosto,2018.0
"Escaleras eléctricas comuna 13 (Tramos 4, 5 y 6)",3471,423,1,0,5,3615,7,141,129,8,0,25,3862,13,2037,687,1156,20,Agosto,2018.0
Escaleras eléctricas comuna 13 (Viaducto),5541,757,12,1,0,5900,17,274,106,11,3,124,6150,37,3310,1144,1811,46,Agosto,2018.0
Espacio Publico Registraduria,8672,618,9,0,24,8015,58,606,565,76,3,120,9156,47,5318,1907,2058,40,Agosto,2018.0
Estación Acevedo,10022,409,15,0,0,9819,18,315,268,25,1,118,10284,44,7650,1145,1646,5,Agosto,2018.0
Estación Caribe (Parque),8034,754,20,0,6,8166,17,300,293,29,9,385,8387,42,4725,1675,2370,44,Agosto,2018.0
Estación Estadio,9689,677,18,0,10,9568,16,418,344,46,2,125,10217,52,6572,1522,2283,17,Agosto,2018.0
Estación Gardel,14165,953,27,0,8,13957,60,584,459,88,5,184,14864,105,9494,2263,3368,28,Agosto,2018.0
Estación Hospital,13094,313,14,0,4,12771,18,452,171,13,0,39,13374,12,11098,863,1448,16,Agosto,2018.0
Estación Industriales A,7803,397,36,0,2,7585,10,291,310,42,0,76,8114,48,5152,976,2086,24,Agosto,2018.0
Estación Industriales L1,10595,248,9,0,5,10362,13,341,117,24,0,14,10807,36,9108,752,990,7,Agosto,2018.0
Estación La Aurora,9875,1100,26,0,2,10213,55,375,310,48,2,69,10782,152,6265,1524,3167,47,Agosto,2018.0
Estación Las Torres,7222,805,3,0,5,7611,10,192,195,23,4,107,7884,44,4799,1042,2184,10,Agosto,2018.0
Estación Oriente,12665,638,10,0,20,12552,45,370,319,44,3,13,13229,91,9600,1247,2467,19,Agosto,2018.0
Estación Pabellón del Agua EPM,7817,627,15,0,10,7888,35,221,286,38,1,158,8270,41,5288,1237,1923,21,Agosto,2018.0
Estación Parque Berrío,5723,537,16,0,4,5815,10,213,203,38,1,71,6173,36,3673,989,1603,15,Agosto,2018.0
Estación Poblado,7690,288,1,0,9,7557,11,229,184,6,1,64,7907,17,5967,972,1035,14,Agosto,2018.0
Estación San Javier B,15037,804,16,0,5,15028,20,486,301,26,1,94,15636,132,10587,2128,3113,34,Agosto,2018.0
Estación San Javier J,7038,273,6,2,1,6985,10,196,118,11,0,66,7229,25,5435,741,1134,10,Agosto,2018.0
Estación Santo Domingo,11914,1129,19,0,4,12280,33,445,266,40,2,83,12889,94,7849,1711,3435,71,Agosto,2018.0
Estación Suramericana,9230,557,7,1,6,9085,7,432,265,12,0,44,9725,32,6550,1040,2194,17,Agosto,2018.0
Estación Universidad,8683,660,15,1,2,8847,24,281,195,13,1,265,9073,23,6567,1007,1757,30,Agosto,2018.0
Estación Villa Sierra,7192,511,8,0,5,7284,11,180,215,21,5,141,7532,43,4393,1273,1917,133,Agosto,2018.0
Exteriores Ludoteca Casa San Martín,4636,624,77,0,4,4980,17,179,150,15,0,90,5210,41,2960,970,1393,18,Agosto,2018.0
Hospital General,21490,1887,70,0,8,20802,85,1150,1279,134,5,195,23098,162,12000,5127,6194,134,Agosto,2018.0
Hospital Infantil Concejo de Medellin,10441,999,62,0,8,10519,21,460,466,42,2,87,11351,72,6114,2899,2480,17,Agosto,2018.0
Inspeccion 10 B - Boston,2279,176,2,0,3,2052,0,167,228,13,0,58,2395,7,1182,756,518,4,Agosto,2018.0
Inspeccion 9B,2497,183,2,0,3,2367,4,84,203,27,0,116,2468,101,1323,694,662,6,Agosto,2018.0
Inspeccion No 6,2245,157,3,0,1,2049,4,52,265,36,0,48,2344,14,1255,545,600,6,Agosto,2018.0
Jardín Botánico,9563,638,15,0,7,9303,41,429,403,45,2,188,9980,55,5320,2252,2617,34,Agosto,2018.0
La Cruz,4465,392,4,1,3,4513,27,197,104,22,2,56,4709,100,2752,1028,1077,8,Agosto,2018.0
La Esperanza,3781,383,6,0,1,3909,6,122,124,10,0,83,4067,21,2252,848,1053,18,Agosto,2018.0
La Honda,8805,1275,10,0,3,9379,25,333,308,30,18,220,9754,119,5404,2191,2464,34,Agosto,2018.0
Mall Laureles,3851,616,1,0,1,4204,10,91,114,49,1,78,4326,65,2452,890,1115,12,Agosto,2018.0
Mascerca Belén,3403,218,4,0,1,3253,8,171,148,46,0,118,3492,16,1954,774,868,30,Agosto,2018.0
Mascerca Castilla,3842,393,8,0,2,3791,13,194,231,14,2,136,4091,18,2311,845,1079,10,Agosto,2018.0
Mascerca Floresta,2461,227,3,1,1,2417,5,172,90,8,1,94,2588,11,1434,494,761,4,Agosto,2018.0
Mascerca Guayabal,1937,164,0,0,1,1849,1,63,180,9,0,133,1966,3,1331,291,405,75,Agosto,2018.0
Mascerca Poblado,4407,314,4,0,3,4117,5,261,324,19,2,151,4565,12,2671,989,1059,9,Agosto,2018.0
Metrosalud Carpinelo,2692,197,3,0,1,2610,5,170,95,12,1,41,2831,21,1653,634,598,8,Agosto,2018.0
Metrosalud La Cruz,1002,104,0,0,0,984,1,79,38,4,0,26,1070,10,584,302,217,3,Agosto,2018.0
Metrosalud La Quiebra,3014,410,1,0,0,3046,5,199,109,66,0,46,3357,22,1788,917,715,5,Agosto,2018.0
Metrosalud Picachito,5136,791,3,0,4,5467,5,184,220,57,1,93,5821,20,2842,1155,1930,7,Agosto,2018.0
Metrosalud Popular 1,1339,196,3,0,0,1426,3,37,70,2,0,20,1512,6,942,309,286,1,Agosto,2018.0
Metrosalud San Blas,3452,236,4,0,2,3251,9,180,229,24,1,73,3605,16,1965,1055,667,7,Agosto,2018.0
Metrosalud San Javier La Loma,1487,146,4,0,1,1485,2,66,78,6,1,20,1603,15,948,316,372,2,Agosto,2018.0
Metrosalud Santo Domingo,10158,967,13,0,2,10017,15,567,460,79,2,203,10868,69,5742,2184,3185,29,Agosto,2018.0
Museo Cementerio San Pedro,213,8,8,0,0,209,0,8,12,0,0,3,226,0,140,29,60,0,Agosto,2018.0
Parque Amisura,1751,237,27,0,0,1869,2,75,57,12,0,80,1928,7,1167,293,549,6,Agosto,2018.0
Parque Aranjuez,18329,1811,23,1,11,18954,51,615,464,88,3,142,19931,102,12840,2198,5063,74,Agosto,2018.0
Parque Arví,1770,88,4,0,3,1706,9,89,56,5,0,7,1850,8,1054,326,473,12,Agosto,2018.0
Parque Belén,13481,866,51,0,8,12944,43,442,697,279,1,59,14255,92,8897,1804,3676,29,Agosto,2018.0
Parque Belen Los Alpes,7481,582,18,0,4,7263,27,333,420,42,0,114,7928,43,4735,1184,2141,25,Agosto,2018.0
Parque Berrio,8293,758,12,0,6,8290,12,370,331,66,0,129,8888,52,5335,1524,2187,23,Agosto,2018.0
Parque Bicentenario,9429,988,7,0,2,9589,34,446,318,39,0,266,10102,58,5815,1521,3014,76,Agosto,2018.0
Parque Bolivar,16054,1234,18,0,8,15731,21,638,802,120,2,211,16984,119,9474,2845,4938,57,Agosto,2018.0
Parque Campo Valdés ,21983,2250,90,2,34,22797,91,1063,362,44,2,140,24040,179,14578,2850,6851,80,Agosto,2018.0
Parque Cerro el Cristo Salvador,7970,583,24,1,7,8067,7,264,216,29,2,66,8462,57,5313,1083,2124,65,Agosto,2018.0
Parque Cuatro Vientos,4572,590,11,0,3,4667,12,309,161,27,0,76,5081,19,2805,674,1639,58,Agosto,2018.0
Parque de Boston,11081,728,13,0,5,10842,10,474,360,137,4,132,11640,55,6795,1756,3227,49,Agosto,2018.0
Parque de Cristo Rey,10678,989,5,0,8,10684,15,432,453,95,1,129,11464,87,6549,1651,3456,24,Agosto,2018.0
Parque de Guadalupe,14460,1819,16,0,3,15146,55,694,352,48,3,166,15941,191,9453,2645,4148,52,Agosto,2018.0
Parque de la Pilarica,1225,107,1,0,6,1248,1,60,27,3,0,19,1306,14,800,177,360,2,Agosto,2018.0
Parque de la Vida (Los Colores),2085,199,4,0,20,2117,3,129,51,7,1,60,2236,12,1302,343,637,26,Agosto,2018.0
Parque de los Deseos,19569,1330,34,2,17,19558,86,786,466,49,7,188,20635,129,12955,2860,5064,73,Agosto,2018.0
Parque de los Pies Descalzos,6493,373,7,0,2,6187,7,365,290,25,1,197,6596,82,3797,1416,1634,28,Agosto,2018.0
Parque de San Antonio,16859,940,19,0,7,16579,21,566,598,60,1,204,17544,77,11521,2563,3704,37,Agosto,2018.0
Parque del Ajedrez,3913,287,6,0,0,3895,7,173,122,9,0,37,4127,42,2454,630,1105,17,Agosto,2018.0
Parque del Periodista,12023,1349,27,0,7,12522,19,479,337,49,0,132,13220,54,7881,1779,3689,57,Agosto,2018.0
Parque El Emperador,3911,677,6,0,8,3949,9,202,251,191,0,219,4366,17,2295,786,1513,8,Agosto,2018.0
Parque El Triangulo,3026,273,7,0,4,2962,5,245,90,8,0,25,3245,40,1760,306,1229,15,Agosto,2018.0
Parque Explora,18680,1544,30,0,11,18780,40,890,523,31,1,318,19820,127,11774,2954,5475,62,Agosto,2018.0
Parque Florencia,6248,447,5,0,2,6209,16,230,236,9,2,82,6594,26,4181,886,1614,21,Agosto,2018.0
Parque Gaitán,10695,690,10,0,7,10583,32,392,326,68,1,74,11284,44,7057,1703,2589,53,Agosto,2018.0
Parque Juanes De La Paz,11999,1338,31,1,28,12354,47,537,361,95,3,328,12976,93,7429,2232,3669,67,Agosto,2018.0
Parque Kennedy,4937,673,22,0,4,5329,11,170,115,11,0,36,5528,72,3348,693,1583,12,Agosto,2018.0
Parque La Castellana,3722,378,5,0,1,3716,6,183,175,25,1,167,3911,28,2030,610,1453,13,Agosto,2018.0
Parque La Matea,4360,400,5,0,14,4274,29,267,194,14,1,75,4676,28,2754,634,1371,20,Agosto,2018.0
Parque la Milagrosa,11300,1118,24,1,4,11661,79,415,241,46,5,48,12292,107,7541,1595,3280,31,Agosto,2018.0
Parque Lleras,13231,931,18,2,15,13382,11,426,313,62,3,85,14050,62,8662,1807,3684,44,Agosto,2018.0
Parque Los Mangos,2584,185,3,0,1,2499,2,183,76,13,0,19,2727,27,1646,349,770,8,Agosto,2018.0
Parque Lourdes,2745,279,2,1,12,2685,6,178,154,16,0,62,2967,10,1713,385,917,24,Agosto,2018.0
Parque Norte,6820,535,12,0,28,6856,17,294,203,24,1,97,7270,28,4149,1614,1604,28,Agosto,2018.0
Parque Pablo VI,4273,669,5,1,3,4726,8,115,91,11,0,40,4755,156,2590,922,1433,6,Agosto,2018.0
Parque Pinocho,2779,442,2,0,28,3057,8,80,100,5,1,54,3181,16,1883,367,992,9,Agosto,2018.0
Parque Plan Parcial Invatex,3602,249,12,0,2,3583,27,143,100,12,0,24,3827,14,2279,577,992,17,Agosto,2018.0
Parque Robledo,8094,581,10,2,4,8127,39,264,248,11,2,171,8451,69,5310,1233,2131,17,Agosto,2018.0
Parque San Antonio de Prado,8954,383,11,1,0,8796,32,295,197,28,1,50,9244,55,6175,1027,2130,17,Agosto,2018.0
Parque San Joaquín,3365,399,3,0,29,3435,19,115,154,70,3,42,3723,31,2130,508,1147,11,Agosto,2018.0
Parque Suramericana alta,3940,338,6,0,1,4074,3,116,73,19,0,87,4179,19,2700,570,1008,7,Agosto,2018.0
Parque Telemedellin,1457,92,22,0,2,1327,3,153,87,3,0,19,1544,10,819,253,500,1,Agosto,2018.0
Parque Tinajitas - Pedregal,10505,1084,9,1,3,10702,36,494,332,36,2,87,11437,78,6474,1600,3491,37,Agosto,2018.0
Parque Unicentro,1644,101,7,0,5,1683,0,46,22,6,0,8,1741,8,1128,209,416,4,Agosto,2018.0
Parque Villa Hermosa,12738,642,17,2,7,12445,37,381,501,36,6,85,13179,142,8120,1896,3357,33,Agosto,2018.0
Pista De Atletismo Alfonso Galvis,5883,460,2,1,6,5887,8,217,206,29,5,48,6250,54,3562,1028,1733,29,Agosto,2018.0
Pista De Bicicross Antonio Roldán Betancur,3226,204,0,0,1,3076,16,141,175,19,4,38,3375,18,1820,682,917,12,Agosto,2018.0
Pista de Patinaje Francisco Antonio Zea,6862,671,19,1,3,7017,14,273,221,29,2,99,7423,34,4351,1089,2098,18,Agosto,2018.0
Placa de Arenilla Aguas Frías,6374,722,10,3,1,6680,23,195,177,23,12,110,6937,63,3750,1265,2064,31,Agosto,2018.0
Placa Polideportiva la Cristobal,6311,608,8,0,5,6432,7,150,323,20,0,99,6811,22,4150,1162,1609,11,Agosto,2018.0
Placa Polideportiva Los Tanques,2770,675,10,0,4,3178,6,137,121,16,1,63,3358,38,1669,920,861,9,Agosto,2018.0
Plaza Gardel,4804,371,5,1,6,4681,6,281,182,37,0,114,5041,32,2754,1017,1402,14,Agosto,2018.0
Plaza Mayor - Plazoleta Interamericana,2334,149,2,0,3,2244,1,116,116,10,1,55,2416,17,1415,443,626,4,Agosto,2018.0
Plazoleta - Institución Universitaria Pascual Bravo – Robledo,6391,368,22,0,2,6152,34,410,166,15,6,159,6582,42,4260,760,1738,25,Agosto,2018.0
Plazoleta Carlos E. Restrepo,7198,589,19,0,21,6854,14,553,382,23,1,120,7657,50,4371,1155,2256,45,Agosto,2018.0
Plazoleta de Abordaje del Tranvia (San Antonio),10378,397,9,1,9,10171,17,385,186,35,0,52,10690,52,8037,1095,1632,30,Agosto,2018.0
Plazoleta de Banderas,10895,1007,30,1,8,10812,67,561,449,52,0,199,11682,60,6526,2189,3162,64,Agosto,2018.0
Plazoleta de Cisneros,11418,903,20,0,6,11513,17,412,359,46,0,97,12199,51,7663,1538,3119,27,Agosto,2018.0
Plazoleta Estacion Metro Poblado,10111,865,27,0,4,10275,16,395,240,81,0,166,10767,74,7049,1286,2630,42,Agosto,2018.0
Plazoleta Estación Metrocable Popular 1,10257,1433,10,1,5,10925,29,485,236,30,1,166,11460,80,6964,1538,3186,18,Agosto,2018.0
Plazoleta Estación Metroplus Industriales,12407,719,15,1,16,12035,14,585,465,59,0,273,12794,91,8771,1838,2522,27,Agosto,2018.0
Plazoleta la Alpujarra,7144,492,8,0,4,7041,8,273,274,51,1,108,7507,33,4529,1220,1882,17,Agosto,2018.0
Plazoleta Museo de Antioquia,7651,501,8,0,2,7457,7,301,278,119,0,158,7935,69,4760,1341,2033,28,Agosto,2018.0
Plazoleta ubicada entre la IE Antonio Derka y la IE Santo Domingo Savio,7309,678,7,0,9,7564,42,200,151,42,4,181,7766,56,5246,1123,1628,6,Agosto,2018.0
Plazoleta y parque Cultural del MAMM,2620,219,4,0,3,2582,2,129,106,27,0,46,2796,4,1766,398,672,10,Agosto,2018.0
Plazuela San Ignacio,14753,1227,22,0,7,14451,24,627,847,60,0,159,15745,105,9019,2485,4470,35,Agosto,2018.0
Por Mis Derechos Equidad e Inlusión,3514,594,4,0,3,3594,4,217,267,33,0,179,3918,18,1990,952,1111,62,Agosto,2018.0
Primer Parque de Laureles,5652,605,15,0,19,5797,14,293,177,10,0,39,6205,47,3673,704,1896,18,Agosto,2018.0
Secretaría de Movilidad,14599,937,43,1,9,13702,9,709,1093,75,1,127,15384,78,8622,2775,4136,56,Agosto,2018.0
Teatro al aire libre y parque el Pedregal,9969,1110,7,2,3,10107,51,487,349,90,7,369,10652,70,5944,1959,3166,22,Agosto,2018.0
Telecentro San Joaquin,775,47,0,0,0,759,3,30,25,5,0,16,803,3,447,190,183,2,Agosto,2018.0
Terminal del Norte,39939,2210,37,2,16,39299,68,1467,1132,238,0,524,41383,297,24688,7179,10209,128,Agosto,2018.0
Terminal del Sur,25205,1381,36,2,127,24700,31,987,898,131,4,317,26296,138,16234,4267,6167,83,Agosto,2018.0
Tesorería Municipal,4849,531,3,0,2,4712,4,286,323,59,1,106,5257,22,2592,1290,1485,18,Agosto,2018.0
Tiro Con Arco  Unidad Deportiva Andres Escobar,8796,521,22,0,6,8434,54,492,301,59,5,87,9231,27,5561,1099,2671,14,Agosto,2018.0
U.D. Alejandro Echavarria,9905,943,16,0,3,9952,46,485,334,49,1,165,10641,61,5959,1705,3141,62,Agosto,2018.0
U.D. Campo Amor,9105,658,9,1,1,9008,39,409,239,77,2,98,9618,58,5781,1247,2723,23,Agosto,2018.0
Unidad Deportiva Antonio Nariño,9418,642,11,0,2,9502,48,265,211,45,2,146,9845,82,6085,1305,2634,49,Agosto,2018.0
Unidad Deportiva Barrio Cristóbal,4862,553,9,0,13,4842,54,291,231,17,2,89,5312,36,2869,809,1724,35,Agosto,2018.0
Unidad Deportiva doce de Octubre,7310,672,9,0,1,7515,28,312,123,11,3,50,7895,47,4758,836,2368,30,Agosto,2018.0
Unidad Deportiva El Raizal,9358,1034,27,0,3,9900,29,284,182,25,2,94,10263,65,6339,1156,2903,24,Agosto,2018.0
Unidad deportiva Granizal,9291,984,14,0,7,9601,81,305,248,59,2,418,9799,79,6048,1666,2543,39,Agosto,2018.0
Unidad deportiva José René Higuita,10960,1027,43,0,6,11053,69,524,348,40,2,157,11814,65,6892,2041,3049,54,Agosto,2018.0
